attackerNum,evaluator_type,evaluator_domain_x,evaluator_domain_z,evaluator_domain_y,talent,targets
21,ideological,1.0749206254000647,0.22926721968158859,-3.233979319898279,6,"[21, 72, 78, 87, 122, 141, 282]"
